AFI are not at reading til sunday this sucks !!!!!!!!!	NNP VBP RB IN VBG IN NNP DT VBZ .	0.9950 0.9385 0.9975 0.9831 0.7476 0.9716 0.9046 0.9553 0.9231 0.9962	AFI are not at reading til sunday this sucks !!!!!!!!!
Urrrr , I should be waking up right now instead I'm just going to bed too much on the brain !	UH , PRP MD VB VBG RP RB RB RB PRP RB VBG TO NN RB RB IN DT NN .	0.6517 0.9691 0.9904 0.9919 0.9980 0.9550 0.9254 0.7619 0.9916 0.8317 0.5945 0.9993 0.9909 0.9962 0.7895 0.9789 0.9092 0.9955 0.9908 0.9763 0.9970	Urrrr, I should be waking up right now instead I'm just going to bed too much on the brain!
Vah . The dreaded lurgy strikes . I'm in dire need of tea , chloroformed or otherwise . Alas , I'm off to ASDA for pizza , no time for tea	NNP . DT JJ NN NNS . PRP IN JJ VBP IN NN , NNP CC RB . RB , NNP RP TO NNP IN NN , DT NN IN NN	0.5777 0.9836 0.9152 0.6484 0.9518 0.6719 0.9968 0.6025 0.9515 0.9282 0.5462 0.9795 0.8481 0.9912 0.3011 0.9832 0.9147 0.9914 0.8130 0.9913 0.4693 0.4922 0.9937 0.9717 0.9759 0.8829 0.9905 0.8953 0.9974 0.9983 0.7267	Vah. The dreaded lurgy strikes. I'm in dire need of tea, chloroformed or otherwise. Alas, I'm off to ASDA for pizza, no time for tea
Valium , I needz it	NNP , PRP VBP PRP	0.5344 0.9891 0.9828 0.9648 0.9970	Valium, I needz it
Violence : bloodbath in Landgericht Landshut ... Germany is no longer safe	NNP : NN IN NNP NNP : NNP VBZ DT RB JJ	0.4792 0.9711 0.9663 0.9775 0.8255 0.9561 0.9921 0.9693 0.9944 0.9157 0.6046 0.9444	Violence: bloodbath in Landgericht Landshut... Germany is no longer safe
waiting for work to end , and wanting to go see my wife . been working 6 days now	VBG IN NN TO NN , CC VBG TO VB VB PRP$ NN . VBN VBG CD NNS RB	0.9820 0.9842 0.9694 0.9930 0.6475 0.9918 0.9986 0.9848 0.9973 0.9966 0.9851 0.9906 0.9900 0.9952 0.8385 0.9241 0.9811 0.9625 0.9744	waiting for work to end, and wanting to go see my wife. been working 6 days now
waiting to go back to my cold , lonely student room ! booo .	VBG TO VB RB TO PRP$ NN , JJ NN NN . UH .	0.9838 0.9977 0.9957 0.9421 0.9936 0.9768 0.8000 0.9920 0.9404 0.9891 0.9850 0.9952 0.9821 0.9749	waiting to go back to my cold, lonely student room ! booo.
waiting , waiting , waiting for a phone call that may mean I can actually sleep at night ...... but then again	VBG , VBG , VBG IN DT NN NN DT MD VB PRP MD RB VB IN NN : CC RB RB	0.9414 0.9898 0.9558 0.9888 0.9836 0.9903 0.9953 0.9972 0.7225 0.5253 0.9035 0.9538 0.9985 0.9860 0.9963 0.8434 0.9934 0.9776 0.9664 0.9780 0.8203 0.9774	waiting, waiting, waiting for a phone call that may mean I can actually sleep at night......but then again
wake up in Paris , but it's grey .. need more sun !!	VB RP IN NNP , CC PRP JJ : VBP RBR NN .	0.7352 0.6669 0.9989 0.9980 0.9893 0.9965 0.8234 0.8885 0.9565 0.6274 0.4458 0.8721 0.9952	wake up in Paris, but it's grey .. need more sun !!
wakey Wakey , I'm bored ' . ' My dog is annoying He weights 20 pounds and doesn't want to come off of my knees	UH UH , PRP JJ '' . '' PRP$ NN VBZ JJ PRP NNS CD NNS CC NN VBP TO VB RP IN PRP$ NNS	0.9489 0.9849 0.9860 0.5076 0.5920 0.9028 0.9796 0.8199 0.9494 0.9991 0.9948 0.9438 0.9235 0.9109 0.9942 0.9624 0.9892 0.2427 0.5146 0.9995 0.9994 0.5313 0.9930 0.9944 0.9775	wakey Wakey, I'm bored '.' My dog is annoying He weights 20 pounds and doesn't want to come off of my knees
wants her step brother home im so worried , you dont even know . i hope he knows how much i care for him ...	VBZ PRP NN NN NN PRP RB VBN , PRP VBP RB VB . PRP VBP PRP VBZ WRB JJ PRP VBP IN PRP :	0.8752 0.7672 0.7179 0.9945 0.9452 0.8878 0.9554 0.6902 0.9866 0.9971 0.9795 0.9875 0.5726 0.9931 0.9815 0.9990 0.9969 0.9675 0.9319 0.6267 0.9769 0.9737 0.9975 0.9239 0.9942	wants her step brother home im so worried, you dont even know. i hope he knows how much i care for him...
wants to use the 8-directional dance pad , pero di compatible sa TV yung game . http://plurk.com/p/n0hyu	VBZ TO VB DT CD NN NN , CC NNP NNP NNP NNP NNP NN . URL	0.8564 0.9980 0.9940 0.9921 0.7436 0.8364 0.9908 0.9901 0.3540 0.8006 0.3505 0.7846 0.8796 0.8443 0.9084 0.9946 0.9959	wants to use the 8-directional dance pad, pero di compatible sa TV yung game. http://plurk.com/p/n0hyu
Was going to make a site updates twitter account but nahh , it won't work	VBD VBG TO VB DT NN NNS NNP NN CC UH , PRP MD NN	0.9358 0.9922 0.9978 0.9983 0.9953 0.9898 0.9092 0.4401 0.9101 0.9821 0.9173 0.9878 0.9956 0.3277 0.5687	Was going to make a site updates twitter account but nahh, it won't work
Was intending to finish editing my 536-page novel manuscript tonight , but that will probably not happen . And only 12 pages are left	VBD VBG TO VB VBG PRP$ NN NN NN NN , CC DT MD RB RB VB . CC RB CD NNS VBP VBD	0.9355 0.9727 0.9973 0.9796 0.9767 0.9961 0.8238 0.9755 0.9954 0.9865 0.9898 0.9951 0.5367 0.9860 0.9955 0.9948 0.8101 0.9926 0.9897 0.7052 0.9642 0.9779 0.9720 0.3319	Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left
Watched #Twilight last night , was brill but not as good as the book !	VBD NNP JJ NN , VBD JJ CC RB RB JJ IN DT NN .	0.8080 0.5130 0.9426 0.9833 0.9900 0.9717 0.7321 0.9758 0.9972 0.7276 0.9233 0.9740 0.9975 0.9891 0.9967	Watched #Twilight last night, was brill but not as good as the book!
Watching RealKidPoker ( Daniel Negreanu ) lose $ 160,000 in four hours real time via twitter . He's losing it	VBG NNP -LRB- NNP NNP -RRB- VB NN CD IN CD NNS JJ NN IN NNP . PRP VBG PRP	0.9810 0.4307 0.9301 0.9996 0.9983 0.9618 0.8991 0.4372 0.8905 0.9853 0.9395 0.9393 0.9850 0.9839 0.9239 0.3603 0.9961 0.5210 0.9899 0.9935	Watching RealKidPoker (Daniel Negreanu) lose $160,000 in four hours real time via twitter. He's losing it
we had sunny days , now the rain is coming again can't go for a walk with my baby	PRP VBD JJ NNS , RB DT NN VBZ VBG RB MD VB IN DT NN IN PRP$ NN	0.9972 0.9808 0.8430 0.9745 0.9898 0.9649 0.9930 0.9877 0.9949 0.9741 0.9656 0.9420 0.9956 0.9887 0.9880 0.9104 0.9979 0.9961 0.9865	we had sunny days, now the rain is coming again can't go for a walk with my baby
We've been good . I'm not liking the snow right now , was getting used to the nice Spring-like weather . How about you ?	PRP VBN JJ . PRP RB VBG DT NN RB RB , VBD VBG VBD TO DT JJ JJ NN . WRB IN PRP .	0.6797 0.7859 0.8772 0.9899 0.8396 0.9917 0.9885 0.9950 0.9608 0.9272 0.9952 0.9896 0.9598 0.9971 0.6695 0.9886 0.9943 0.9724 0.7104 0.9922 0.9959 0.9463 0.9518 0.9956 0.9935	We've been good. I'm not liking the snow right now, was getting used to the nice Spring-like weather. How about you?
weather cloudy again , everyday same time rainy	NN JJ RB , NN JJ NN JJ	0.7610 0.5015 0.9704 0.9900 0.6985 0.9708 0.9857 0.7965	weather cloudy again, everyday same time rainy
Well that made me sad , i sat down to watch tv , and then remembered i dont have cable anymore . Lol .	UH DT VBD PRP JJ , PRP VBD RP TO VB NN , CC RB VBN PRP VBP VB NN RB . UH .	0.7841 0.6008 0.7645 0.9895 0.9774 0.9887 0.9716 0.4899 0.5605 0.9980 0.9884 0.9609 0.9915 0.9989 0.8397 0.5217 0.9936 0.9694 0.9900 0.9762 0.8729 0.9914 0.9933 0.9661	Well that made me sad, i sat down to watch tv, and then remembered i dont have cable anymore. Lol.
Well that was a fun nights work , now to start the working day	UH DT VBD DT JJ NNS NN , RB TO VB DT NN NN	0.7841 0.5508 0.9299 0.9978 0.7206 0.8867 0.9764 0.9918 0.9787 0.9973 0.9929 0.9785 0.5564 0.9977	Well that was a fun nights work, now to start the working day
well the pc in my living room suffered a fatal partion lost , all my itunes library is gone .. and some docs with pics ....	UH DT NN IN PRP$ NN NN VBD DT JJ NN VBD , DT PRP$ NNP NN VBZ VBN : CC DT NNS IN NNS :	0.7103 0.9878 0.4935 0.9846 0.9453 0.8606 0.9863 0.8719 0.9927 0.9583 0.8726 0.4595 0.9876 0.9625 0.9905 0.4183 0.9469 0.9943 0.9684 0.9071 0.9934 0.9721 0.7386 0.9984 0.9641 0.9823	well the pc in my living room suffered a fatal partion lost, all my itunes library is gone.. and some docs with pics....
Well , isn't that great ? Now I'm really sick , all coughing and having a sore throat .	UH , VBD DT JJ . RB PRP RB JJ , DT NN CC VBG DT JJ NN .	0.9011 0.9829 0.4112 0.8639 0.9873 0.9871 0.9796 0.7811 0.9984 0.9536 0.9878 0.9849 0.7552 0.9933 0.9856 0.9940 0.9911 0.9815 0.9969	Well, isn't that great? Now I'm really sick, all coughing and having a sore throat.
well , my foot odor problem is def . back ! hmph .	UH , PRP$ NN NN NN VBZ RB . RB . UH .	0.7659 0.9827 0.9956 0.9845 0.9885 0.9955 0.9938 0.8230 0.9931 0.9422 0.9915 0.9921 0.9776	well, my foot odor problem is def. back! hmph.
Well , so much for being productive on my 2 days off from Angels	UH , RB RB IN VBG JJ IN PRP$ CD NNS RP IN NNP	0.9011 0.9806 0.9149 0.8469 0.9897 0.9542 0.8100 0.9957 0.9961 0.6805 0.9809 0.6645 0.9988 0.9205	Well, so much for being productive on my 2 days off from Angels
Well , that sucked .	UH , DT VBN .	0.9011 0.9844 0.4939 0.3776 0.9965	Well, that sucked.
Well , this day ... I would like to go out in the sun instead of sitting here looking at Excel ...	UH , DT NN : PRP MD VB TO VB RP IN DT NN RB IN VBG RB VBG IN NNP :	0.9011 0.9854 0.9982 0.9981 0.9952 0.9945 0.9568 0.8411 0.9975 0.9982 0.9338 0.9949 0.9977 0.9567 0.7465 0.9689 0.8703 0.9669 0.8880 0.9977 0.6750 0.9949	Well, this day... I would like to go out in the sun instead of sitting here looking at Excel...
What a day ! So busy , my head hurts from thinking too much ! Annnd tomorrow will be the same . Woe is me	WP DT NN . RB JJ , PRP$ NN VBZ IN VBG RB RB . CC NN MD VB DT JJ . NNP VBZ PRP	0.9568 0.9963 0.9989 0.9952 0.9417 0.9488 0.9906 0.9957 0.9800 0.7173 0.9921 0.9150 0.9659 0.8602 0.9918 0.4105 0.9954 0.9957 0.9995 0.9917 0.9126 0.9875 0.9020 0.9966 0.9924	What a day! So busy, my head hurts from thinking too much! Annnd tomorrow will be the same. Woe is me
what a fantastic week end -- did some plumbing -- didn't work , fitted a touch panel --- broke it	WP DT JJ NN NN : VBD DT NN : VBD NN , VBD DT NN NN SYM VBD PRP	0.9699 0.9930 0.9969 0.9942 0.9253 0.8931 0.7753 0.9927 0.9793 0.8972 0.2106 0.8902 0.9924 0.5255 0.9950 0.9929 0.9862 0.4625 0.7101 0.9918	what a fantastic week end -- did some plumbing -- didn't work, fitted a touch panel --- broke it
What A Mistake Buying That Dress , I Dont Even Want To Go To Grad Anymore	WP DT NN VBG DT NN , PRP VBP RB VBP TO VB TO NNP NNP	0.9570 0.9040 0.7896 0.9906 0.8510 0.4047 0.9898 0.9803 0.9593 0.9822 0.7059 0.9980 0.9889 0.9682 0.8458 0.6678	What A Mistake Buying That Dress, I Dont Even Want To Go To Grad Anymore
When I think of all the unsavory things I've done in my life , the most guilt comes from waking a kid for school .. seems soooo cruel .	WRB PRP VBP IN DT DT JJ NNS PRP VBN IN PRP$ NN , DT JJS NN VBZ IN VBG DT NN IN NN : VBZ RB JJ .	0.9955 0.9992 0.9895 0.9546 0.9846 0.9902 0.9313 0.9908 0.8710 0.9023 0.9747 0.9970 0.9966 0.9898 0.9873 0.7418 0.9503 0.8704 0.9988 0.9251 0.9920 0.9823 0.9948 0.9903 0.9379 0.8203 0.9520 0.9907 0.9948	When I think of all the unsavory things I've done in my life, the most guilt comes from waking a kid for school..seems soooo cruel.
when you read my updates , blogspot , bulletin on myspace , etc . You could just figure it out on your own . I don't care	WRB PRP VBP PRP$ NNS , NNP , NN IN NNP , NNP . PRP MD RB VB PRP RP IN PRP$ JJ . PRP VBP VB	0.9961 0.9991 0.6436 0.9939 0.9458 0.9897 0.8348 0.9863 0.8579 0.9939 0.8406 0.9867 0.3896 0.9947 0.9979 0.9665 0.9956 0.7906 0.9949 0.8379 0.9930 0.9920 0.7868 0.9916 0.9971 0.9570 0.8145	when you read my updates, blogspot, bulletin on myspace, etc. You could just figure it out on your own. I don't care
Where the magic happens every month LOL Sophia did a terrific job , as usual ! What am I gonna have for dinner ? http://twitpic.com/2y5bz	WRB DT NN VBZ DT NN UH NNP VBD DT JJ NN , IN JJ . WP VBP PRP VBG VB IN NN . URL	0.9701 0.9902 0.6557 0.8492 0.9765 0.9915 0.9620 0.9866 0.9208 0.9965 0.9857 0.9910 0.9923 0.6678 0.5015 0.9902 0.9706 0.8509 0.9984 0.7014 0.9962 0.9887 0.9856 0.9933 0.9910	Where the magic happens every month LOL Sophia did a terrific job, as usual! What am I gonna have for dinner? http://twitpic.com/2y5bz
WHF ?? T : SCC killed Derek Reese ( Brian Austin Green ) , I actually liked that character !	NNP . NN : NNP VBD NNP NNP -LRB- NNP NNP NNP -RRB- , PRP RB VBD DT NN .	0.3694 0.8471 0.3532 0.9694 0.9787 0.6524 0.9956 0.9999 0.9389 0.9993 1.0000 0.9574 0.9308 0.9809 0.9747 0.9935 0.7851 0.9235 0.9928 0.9949	WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character!
Why can't airfare go down ? Or , why do I have to live in Texas !! I don't know if I'll be able to make it to Iowa .	WRB MD NN VB RP . CC , WRB VBP PRP VBP TO VB IN NNP . PRP VBP VB IN PRP VB JJ TO VB PRP TO NNP .	0.9509 0.8109 0.3995 0.7203 0.9006 0.9930 0.9221 0.9913 0.9204 0.9118 0.9991 0.9940 0.9983 0.9885 0.9874 0.9968 0.9819 0.9976 0.9377 0.9646 0.9627 0.9040 0.9849 0.7454 0.9967 0.9984 0.9957 0.9755 0.9977 0.9963	Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa.
WHY CAN'T I BREATHE ?! Yes , an over-exaggeration in terms , but still . I hate being ill .	WRB MD PRP VBP . UH , DT NN IN NNS , CC RB . PRP VBP VBG PRP .	0.9457 0.5930 0.9819 0.5590 0.9813 0.9294 0.9871 0.8134 0.5731 0.9811 0.8091 0.9887 0.9969 0.9888 0.9907 0.9976 0.9971 0.9786 0.7151 0.9914	WHY CAN'T I BREATHE?! Yes, an over-exaggeration in terms, but still. I hate being ill.
Why is everything biting me ? First the hamster , now the cat	WRB VBZ NN VBG PRP . JJ DT NN , RB DT NN	0.9479 0.9903 0.9769 0.9709 0.9915 0.9894 0.8295 0.9887 0.9195 0.9924 0.9663 0.9945 0.9598	Why is everything biting me? First the hamster, now the cat
Why is it that anytime that I plan what do , I get sick and all the plans go out the window .	WRB VBZ PRP IN RB IN PRP VBP WP VBP , PRP VBP JJ CC DT DT NNS VBP RP DT NN .	0.9479 0.9909 0.9956 0.5062 0.9140 0.7903 0.9676 0.4970 0.9753 0.9048 0.9859 0.9808 0.9723 0.9726 0.9942 0.9567 0.9964 0.9618 0.5054 0.7059 0.9943 0.9945 0.9975	Why is it that anytime that I plan what do, I get sick and all the plans go out the window.
Why is it that I have 46 followers , none of whom acknowledge me ?	WRB VBZ PRP IN PRP VBP CD NNS , NN IN WP VBP PRP .	0.9479 0.9909 0.9956 0.7923 0.9981 0.9773 0.9380 0.8603 0.9889 0.7834 0.9866 0.4127 0.5443 0.9946 0.9939	Why is it that I have 46 followers, none of whom acknowledge me?
Why Kutner ? I mean I knew something was going to happen to someone but it was so sad . I <3 House and it was well done , but I'm still sad	WRB NNP . PRP VBP PRP VBP NN VBD VBG TO VB TO NN CC PRP VBD RB JJ . PRP UH NNP CC PRP VBD RB VBN , CC PRP RB JJ	0.9518 0.9974 0.9878 0.9981 0.7592 0.9993 0.6429 0.9911 0.9758 0.9904 0.9975 0.9887 0.9931 0.9747 0.9627 0.9977 0.9760 0.9514 0.9966 0.9915 0.9875 0.2822 0.5133 0.9930 0.9977 0.9804 0.8802 0.8957 0.9872 0.9965 0.7943 0.9947 0.9897	Why Kutner? I mean I knew something was going to happen to someone but it was so sad. I &lt;3 House and it was well done, but I'm still sad
why to we , the only school in the world , be in this week . My school is silly anyway ... look on the bright side . When i'm off , u will be in	WRB TO PRP , DT JJ NN IN DT NN , VB IN DT NN . PRP$ NN VBZ JJ RB : VB IN DT JJ NN . WRB PRP RP , PRP MD VB IN	0.9590 0.9917 0.9576 0.9879 0.9860 0.5880 0.9818 0.9948 0.9977 0.9891 0.9916 0.9860 0.9767 0.9992 0.9967 0.9918 0.9791 0.9983 0.9939 0.8466 0.4911 0.9952 0.5027 0.9894 0.9933 0.8260 0.9770 0.9960 0.9877 0.8983 0.6555 0.9833 0.9714 0.9943 0.9996 0.9182	why to we, the only school in the world, be in this week.My school is silly anyway... look on the bright side. When i'm off, u will be in
will have a meeting in an hour to explain " which version of oAW we use " . What to say ? None ? atm , it's just a heap of unbundled EMF tools	MD VB DT NN IN DT NN TO VB '' WDT NN IN NNP PRP VBP '' . WP TO VB . NN . NN , PRP RB DT NN IN NN NN NNS	0.9875 0.9978 0.9976 0.9642 0.9939 0.9904 0.9855 0.9961 0.9772 0.9834 0.5422 0.9844 0.9867 0.7639 0.9770 0.9311 0.9768 0.9700 0.9638 0.9955 0.9856 0.9898 0.7280 0.9910 0.9367 0.9888 0.8449 0.9978 0.9949 0.9948 0.9864 0.3706 0.5397 0.8030	will have a meeting in an hour to explain &quot;which version of oAW we use&quot;. What to say? None? atm, it's just a heap of unbundled EMF tools
wish I could think of some fundraising tips that are JustGiving related , altho fundraising not going so great tbh . Am v depressed	VBP PRP MD VB IN DT NN NNS IN VBP NNP VBN , IN NN RB VBG RB JJ NN . VBP RB JJ	0.8307 0.9986 0.9705 0.9639 0.9845 0.9724 0.7199 0.9414 0.5203 0.9240 0.5532 0.6751 0.9886 0.5393 0.6001 0.9947 0.9724 0.9678 0.9813 0.8784 0.9950 0.2949 0.5924 0.5513	wish I could think of some fundraising tips that are JustGiving related, altho fundraising not going so great tbh. Am v depressed
Wishing I could get some sleep , but that probably isn't going to happen tonight	VBG PRP MD VB DT NN , CC DT RB VBD VBG TO VB NN	0.8698 0.9953 0.9879 0.9982 0.9669 0.9739 0.9886 0.9951 0.7316 0.9959 0.3378 0.9910 0.9975 0.9870 0.9713	Wishing I could get some sleep, but that probably isn't going to happen tonight
wishing i was getting $900 for free , but noooo ! Mr Rudd wants to play mean !!!	VBG PRP VBD VBG CD IN JJ , CC UH . NNP NNP VBZ TO VB VB .	0.8578 0.9836 0.9862 0.9938 0.7836 0.9900 0.9471 0.9901 0.9976 0.9464 0.9800 0.9599 0.9980 0.9581 0.9984 0.9948 0.3757 0.9958	wishing i was getting $900 for free, but noooo! Mr Rudd wants to play mean!!!
wishing i wasnt at work , and preferably in bed .. sleeping	VBG PRP VBD IN NN , CC RB IN NN : VBG	0.8578 0.9725 0.8491 0.9834 0.9721 0.9920 0.9989 0.9851 0.9751 0.9896 0.9378 0.8825	wishing i wasnt at work, and preferably in bed.. sleeping
Wishing it wasn't 245 in the morning . sleeping is awesome , work is not , and I need to scrub my apt !	VBG PRP VBD CD IN DT NN . VBG VBZ JJ , NN VBZ RB , CC PRP VBP TO VB PRP$ NN .	0.8817 0.9862 0.5326 0.9420 0.9945 0.9989 0.9823 0.9938 0.8309 0.9849 0.9801 0.9894 0.9539 0.9945 0.9978 0.9911 0.9997 0.9970 0.9937 0.9985 0.9921 0.9909 0.6728 0.9951	Wishing it wasn't 245 in the morning. sleeping is awesome, work is not, and I need to scrub my apt!
Woke up about 3 hours later than I had intended- the joys of staying up to watch a basketball game in the US , which my team lost .	VB RP IN CD NNS RB IN PRP VBD VBD DT NNS IN VBG RP TO VB DT NN NN IN DT NNP , WDT PRP$ NN VBD .	0.6158 0.9523 0.9918 0.9825 0.9609 0.8475 0.9881 0.9960 0.9898 0.5086 0.9952 0.6103 0.9920 0.9573 0.9393 0.9955 0.9930 0.9794 0.9911 0.9868 0.9962 0.9867 0.4832 0.9863 0.6479 0.9949 0.9970 0.6948 0.9965	Woke up about 3 hours later than I had intended- the joys of staying up to watch a basketball game in the US, which my team lost.
woke up about 4:30 ish very wet , changed myself still tryn to go back to sleep , not lookin good tho .....	VB RP IN CD NN RB JJ , VBD PRP RB VBG TO VB RB TO VB , RB VBG JJ RB :	0.7038 0.9538 0.9930 0.9619 0.8457 0.9299 0.9143 0.9909 0.8790 0.9609 0.9845 0.8716 0.9972 0.9951 0.9213 0.9955 0.9499 0.9876 0.9801 0.5859 0.9065 0.4924 0.9601	woke up about 4:30ish very wet ,changed myself still tryn to go back to sleep,not lookin good tho.....
woke up in a pile of blankets , and didn't want to leave it .	VB RP IN DT NN IN NNS , CC VBD VB TO VB PRP .	0.7038 0.9643 0.9973 0.9974 0.9952 0.9869 0.9633 0.9910 0.9987 0.3202 0.6435 0.9995 0.9875 0.9956 0.9949	woke up in a pile of blankets, and didn't want to leave it.
woke up to find this cold/flu/illness-type thing isn't going without a fight and , apparently , beats you up in your sleep . Sorry , keynote	VB RP TO VB DT JJ NN VBD VBG IN DT NN CC , RB , VBZ PRP RP IN PRP$ NN . JJ , NN	0.7038 0.9091 0.9952 0.9978 0.9916 0.9697 0.9917 0.3339 0.9872 0.9715 0.9965 0.9939 0.9880 0.9908 0.9780 0.9916 0.8475 0.9942 0.8799 0.9963 0.9253 0.9822 0.9942 0.5092 0.9902 0.7259	woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote
Wondering where I can find the last ep of Old Harrys Game ... the R4 website redesign is pretty , but not helping me atm	VBG WRB PRP MD VB DT JJ NN IN NNP NNP NNP : DT NNP NN NN VBZ RB , CC RB VBG PRP NN	0.9113 0.9525 0.9969 0.9937 0.9956 0.9903 0.9324 0.8970 0.9890 0.6222 0.9894 0.7345 0.9974 0.9920 0.8870 0.7362 0.9625 0.9912 0.9867 0.9915 0.9966 0.9940 0.9925 0.9888 0.5738	Wondering where I can find the last ep of Old Harrys Game... the R4 website redesign is pretty, but not helping me atm
Work work work , I hate weekdays	NN NN NN , PRP VBP NNS	0.5672 0.9864 0.9809 0.9901 0.9908 0.9970 0.8908	Work work work, I hate weekdays
worked his heart out today , doubling my weight at each station . Result : Stiff and pulled muscles ... OUCH !	VBD PRP$ NN RP NN , VBG PRP$ NN IN DT NN . NN : JJ CC VBN NNS : UH .	0.8833 0.9882 0.9808 0.6211 0.9965 0.9899 0.9805 0.9975 0.9950 0.9984 0.9624 0.9968 0.9931 0.5985 0.9722 0.6418 0.9931 0.4110 0.9917 0.9967 0.9904 0.9876	worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH!
Workin the election , driving round checking on judges and eqip ... sick . So much more fun when healthy .	VBG DT NN , VBG NN VBG IN NNS CC NN : JJ . RB RB RBR JJ WRB JJ .	0.6789 0.9942 0.9897 0.9912 0.9049 0.7244 0.9015 0.9903 0.9599 0.9927 0.2123 0.9953 0.9168 0.9934 0.9477 0.8979 0.6028 0.6306 0.9801 0.9439 0.9949	Workin the election, driving round checking on judges and eqip... sick. So much more fun when healthy.
Working rite now , but have a MASSIVE Headache building , and feeling very sick . .	VBG NN RB , CC VBP DT JJ NN NN , CC VBG RB JJ . .	0.9033 0.5447 0.9938 0.9898 0.9961 0.6843 0.9919 0.9623 0.9003 0.9644 0.9916 0.9982 0.8957 0.9853 0.9801 0.9866 0.9836	Working rite now, but have a MASSIVE Headache building, and feeling very sick. .
Worst combination ever : 2 cups of Coffee , vitamin pill , cereal and milk .	JJS NN RB : CD NNS IN NNP , NN NN , NN CC NN .	0.7410 0.9953 0.9538 0.9099 0.7411 0.9844 0.9976 0.9362 0.9867 0.8174 0.9914 0.9903 0.7320 0.9916 0.8143 0.9974	Worst combination ever: 2 cups of Coffee, vitamin pill, cereal and milk.
Worst dream ever , and not my usual nightmare either . The worst part is its probably gonna come true	JJS NN RB , CC RB PRP$ JJ NN RB . DT JJS NN VBZ PRP RB VBG VB JJ	0.7473 0.9853 0.9831 0.9921 0.9987 0.9858 0.9873 0.9032 0.9608 0.3366 0.9919 0.9405 0.6886 0.9963 0.9949 0.9467 0.9969 0.9747 0.9989 0.9605	Worst dream ever, and not my usual nightmare either. The worst part is its probably gonna come true
Would be fantastic if my home loan wasn't fixed . Everyone is rubbing their hands together with this interest rate cut , except for me	MD VB JJ IN PRP$ NN NN NN VBD . NN VBZ VBG PRP$ NNS RB IN DT NN NN NN , IN IN PRP	0.9871 0.9993 0.9577 0.9926 0.9323 0.9884 0.9763 0.7667 0.5234 0.9926 0.9838 0.9942 0.9971 0.9883 0.7960 0.8830 0.9987 0.9986 0.9975 0.9493 0.8149 0.9901 0.4714 0.9925 0.9842	Would be fantastic if my home loan wasn't fixed. Everyone is rubbing their hands together with this interest rate cut, except for me
would have been delighted by this snow a few days ago but .. i just sent my winter coat , hat , gloves , uggs , etc . home with the parents #fb	MD VB VBN VBN IN DT NN DT JJ NNS RB CC : PRP RB VBD PRP$ NN NN , NN , NNS , NNS , NNP . NN IN DT NNS HT	0.9772 0.9950 0.9821 0.8701 0.9847 0.9970 0.8906 0.9892 0.9583 0.9801 0.6327 0.9779 0.9477 0.9772 0.9982 0.9244 0.9914 0.9830 0.9938 0.9913 0.8950 0.9862 0.9827 0.9891 0.8618 0.9892 0.3896 0.9932 0.8261 0.9994 0.9937 0.9764 0.9787	would have been delighted by this snow a few days ago but.. i just sent my winter coat, hat, gloves, uggs, etc. home with the parents #fb
wow #epicfail on me . I did a search for epicfail and didn't see many entries but apparently , it's widely used . I'm depressed now	UH HT IN PRP . PRP VBD DT NN IN NN CC VBD VB JJ NNS CC RB , PRP RB VBD . PRP JJ RB	0.9564 0.9481 0.9958 0.9816 0.9912 0.9975 0.9686 0.9980 0.9956 0.9963 0.5239 0.9933 0.2608 0.9947 0.6119 0.9917 0.9782 0.9940 0.9914 0.7617 0.9880 0.8923 0.9950 0.5924 0.4164 0.9703	wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now
Wow , certainly are a lot of magazines closing down .	UH , RB VBP DT NN IN NNS VBG RP .	0.9610 0.9841 0.9884 0.9421 0.9964 0.9463 0.9858 0.9670 0.9384 0.8138 0.9972	Wow, certainly are a lot of magazines closing down.
Wow , I am so going to say this in a sarcastic manner , " Friend , you rock . " . I'm appalled , but kind of expected it .	UH , PRP VBP RB VBG TO VB DT IN DT JJ NN , '' NN , PRP VBP . '' . PRP VBN , CC NN IN VBD PRP .	0.9610 0.9770 0.9827 0.9668 0.8809 0.9796 0.9961 0.9965 0.9743 0.9785 0.9958 0.9935 0.9839 0.9883 0.9735 0.7205 0.9903 0.9908 0.7133 0.9925 0.9050 0.9729 0.7435 0.6777 0.9869 0.9947 0.5289 0.9816 0.8593 0.9920 0.9950	Wow, I am so going to say this in a sarcastic manner,&quot;Friend, you rock.&quot;. I'm appalled, but kind of expected it.
